"Time","64 sinus 2","63 Ramp down","62 Ramp up","61 right DS","60 left DS","59 lHL swoff","58 lHL swon","57 rHL swoff","56 rHL swon","55 lFL swoff","54 lFL swon","53 rFL swoff","52 rFL swon","51 CoM peak","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.509995,78.994308,101.304604,91.785294,6.052853,15.410008,5.437439,18.482834,6.403592,15.987875,0,5.500921,12.262631,7.529770,13.294950,9.014140,18.569740,8.772923,12.212749,9.040424,11.808494,9.653260,11.691772,9.618021,13.084866,10.879746,13.366482,10.721499,14.153121,0,-0.00458,0.00361,-0.02126,-0.01442,0.00820,-0.01256,0.00513,0.00292,0.00029,0.12192,3.27759
1.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.693451,79.605392,101.390381,92.022224,6.051340,15.411835,5.441122,18.494846,6.407222,15.976120,0,5.505984,12.251095,7.520575,13.323739,9.015402,18.582161,8.777782,12.203303,9.042339,11.798821,9.658460,11.688843,9.622096,13.081631,10.883919,13.366328,10.728522,14.154630,0,-0.01168,0.00433,-0.02064,-0.01299,0.00783,-0.01225,0.00534,0.00346,0.00015,0.11556,3.27757
1.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.876907,80.216476,101.476158,92.259155,6.049828,15.413661,5.444805,18.506861,6.410853,15.964365,0,5.511046,12.239557,7.511379,13.352528,9.016664,18.594582,8.782642,12.193857,9.044254,11.789149,9.663658,11.685914,9.626171,13.078395,10.888091,13.366175,10.735545,14.156138,0,-0.01754,0.00367,-0.02078,-0.01573,0.00925,-0.01465,0.00506,0.00183,0.00015,0.09073,3.27742
1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.060211,80.828865,101.558426,92.480537,6.047781,15.415627,5.448626,18.518784,6.414047,15.952674,0,5.515613,12.227791,7.502049,13.382145,9.017124,18.607101,8.787089,12.184567,9.046074,11.779525,9.668757,11.682916,9.630427,13.075266,10.892125,13.365782,10.742215,14.157277,0,-0.02052,0.00396,-0.02121,-0.01437,0.00597,-0.01322,0.00437,0.00298,0.00001,0.07872,3.27730
1.440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.242325,81.450684,101.615410,92.590019,6.041897,15.418610,5.453437,18.530050,6.414093,15.941442,0,5.516612,12.214373,7.491752,13.417725,9.011825,18.620329,8.788568,12.176397,9.047211,11.770236,9.673141,11.679420,9.635997,13.072903,10.895167,13.363670,10.746347,14.155751,0,-0.01801,0.00341,-0.02072,-0.01511,0.00877,-0.01239,0.00695,0.00352,0.00000,0.11854,3.27745
1.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.424423,82.072502,101.672394,92.699509,6.036013,15.421591,5.458248,18.541317,6.414140,15.930210,0,5.517610,12.200953,7.481455,13.453304,9.006525,18.633558,8.790048,12.168227,9.048347,11.760948,9.677524,11.675925,9.641565,13.070540,10.898211,13.361559,10.750481,14.154226,0,-0.01992,0.00331,-0.02010,-0.01382,0.00859,-0.01259,0.00554,0.00240,-0.00015,0.11886,3.27755
1.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.606544,82.694321,101.729370,92.808990,6.030129,15.424572,5.463059,18.552584,6.414186,15.918978,0,5.518609,12.187535,7.471159,13.488884,9.001225,18.646786,8.791527,12.160058,9.049484,11.751659,9.681907,11.672430,9.647134,13.068177,10.901253,13.359448,10.754613,14.152700,0,-0.02051,0.00355,-0.02025,-0.01356,0.00813,-0.01441,0.00541,0.00350,-0.00001,0.08385,3.27725
1.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.962837,83.297592,101.793655,92.924553,6.024693,15.427677,5.468322,18.564693,6.414310,15.908407,0,5.520740,12.173375,7.461467,13.523276,8.996385,18.661438,8.793253,12.152023,9.050736,11.742432,9.686741,11.669216,9.652758,13.065672,10.904853,13.357533,10.759093,14.151572,0,-0.01957,0.00482,-0.02114,-0.01441,0.00823,-0.01335,0.00310,0.00410,0.00031,0.08967,3.27696
1.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.572723,83.767410,101.910469,93.083839,6.022482,15.431675,5.476840,18.582869,6.414995,15.902602,0,5.531028,12.153881,7.456133,13.549126,8.994843,18.686335,8.796756,12.144960,9.052828,11.733642,9.694814,11.668032,9.658773,13.062140,10.912468,13.357025,10.766071,14.153296,0,-0.01628,0.00241,-0.02156,-0.01279,0.00914,-0.01328,0.00776,0.00374,0.00029,0.09897,3.27681
1.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.182602,84.237236,102.027283,93.243134,6.020271,15.435673,5.485358,18.601042,6.415679,15.896797,0,5.541317,12.134387,7.450799,13.574975,8.993302,18.711233,8.800258,12.137898,9.054918,11.724852,9.702887,11.666847,9.664790,13.058607,10.920084,13.356518,10.773049,14.155022,0,-0.02278,0.00224,-0.01875,-0.00977,0.00862,-0.01363,0.00335,0.00196,-0.00014,0.10985,3.27666
1.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.792480,84.707054,102.144104,93.402420,6.018060,15.439671,5.493876,18.619215,6.416364,15.890992,0,5.551605,12.114893,7.445465,13.600825,8.991762,18.736132,8.803761,12.130836,9.057010,11.716062,9.710959,11.665663,9.670807,13.055075,10.927699,13.356010,10.780027,14.156746,0,-0.02545,0.00366,-0.02141,-0.01450,0.00904,-0.01210,0.00771,0.00337,0.00029,0.11689,3.27659
1.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.524078,85.156334,102.271980,93.570503,6.015081,15.443023,5.501345,18.635990,6.416323,15.884374,0,5.560350,12.096172,7.438675,13.626642,8.988780,18.760233,8.805947,12.121238,9.059328,11.707290,9.718398,11.663900,9.676710,13.051435,10.934800,13.355299,10.786735,14.158117,0,-0.02101,0.00387,-0.02083,-0.01352,0.01048,-0.01371,0.00391,0.00271,0.00015,0.09774,3.27655
1.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.131592,85.457756,102.479507,93.801918,6.006577,15.441723,5.501255,18.642702,6.411063,15.871896,0,5.557992,12.083018,7.421410,13.652229,8.975425,18.778595,8.798666,12.093396,9.063288,11.698649,9.721275,11.657983,9.681801,13.047014,10.938198,13.353120,10.791486,14.156944,0,-0.01670,0.00418,-0.02031,-0.01426,0.00882,-0.01121,0.00574,0.00123,0.00015,0.08214,3.27686
1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.739105,85.759186,102.687027,94.033325,5.998074,15.440423,5.501165,18.649414,6.405803,15.859418,0,5.555633,12.069864,7.404145,13.677816,8.962070,18.796957,8.791386,12.065554,9.067246,11.690010,9.724153,11.652064,9.686892,13.042594,10.941597,13.350940,10.796237,14.155771,0,-0.02039,0.00356,-0.02141,-0.01134,0.00783,-0.01367,0.00327,0.00285,0.00000,0.09669,3.27713
1.450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.346619,86.060608,102.894547,94.264740,5.989570,15.439123,5.501075,18.656126,6.400542,15.846941,0,5.553274,12.056710,7.386879,13.703403,8.948714,18.815319,8.784105,12.037712,9.071205,11.681370,9.727030,11.646147,9.691981,13.038174,10.944995,13.348761,10.800988,14.154599,0,-0.01046,0.00438,-0.02129,-0.01507,0.00837,-0.01383,0.00460,0.00420,0.00000,0.11641,3.27713
1.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.700531,86.380104,103.099472,94.501732,5.981827,15.438239,5.502028,18.662704,6.396279,15.834636,0,5.551465,12.044233,7.369852,13.729817,8.935528,18.832949,8.777477,12.011938,9.075294,11.673080,9.730014,11.640581,9.697037,13.034049,10.948555,13.347065,10.805891,14.153695,0,-0.02195,0.00507,-0.02043,-0.01331,0.00947,-0.01261,0.00411,0.00177,-0.00015,0.11259,3.27707
1.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.229340,86.829659,103.285698,94.778923,5.979564,15.440351,5.510480,18.668316,6.399190,15.823576,0,5.553616,12.036629,7.354532,13.762186,8.923558,18.845303,8.775545,12.001047,9.080315,11.667310,9.733770,11.637547,9.701840,13.032054,10.953279,13.348857,10.811891,14.154729,0,-0.01784,0.00365,-0.02094,-0.01337,0.00757,-0.01259,0.00507,0.00357,0.00001,0.07660,3.27654
1.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.758163,87.279213,103.471916,95.056107,5.977302,15.442461,5.518933,18.673925,6.402101,15.812516,0,5.555766,12.029025,7.339213,13.794555,8.911590,18.857656,8.773614,11.990157,9.085336,11.661539,9.737526,11.634511,9.706644,13.030059,10.958003,13.350649,10.817890,14.155763,0,-0.01971,0.00362,-0.02316,-0.01473,0.00870,-0.01328,0.00413,0.00236,-0.00015,0.08353,3.27606
1.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.286972,87.728775,103.658142,95.333298,5.975039,15.444572,5.527385,18.679537,6.405011,15.801456,0,5.557917,12.021420,7.323894,13.826923,8.899620,18.870008,8.771682,11.979266,9.090357,11.655769,9.741282,11.631476,9.711448,13.028064,10.962727,13.352441,10.823890,14.156796,0,-0.01866,0.00472,-0.01995,-0.01139,0.00706,-0.01107,0.00343,0.00483,0.00015,0.09447,3.27606
1.455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,133.763824,88.177460,103.838593,95.618958,5.972521,15.446619,5.535614,18.683626,6.407605,15.790617,0,5.559838,12.013412,7.310121,13.856879,8.887414,18.884472,8.770002,11.969809,9.094307,11.649697,9.744999,11.628687,9.716011,13.026244,10.967169,13.354473,10.829667,14.158162,0,-0.01804,0.00403,-0.02113,-0.01491,0.00983,-0.01376,0.00638,0.00155,0.00001,0.10889,3.27611
1.456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.866669,88.619926,103.977470,95.965622,5.968177,15.448207,5.542237,18.676762,6.407915,15.781359,0,5.560108,12.002503,7.307484,13.869471,8.873499,18.914114,8.770139,11.970665,9.090549,11.641455,9.748439,11.627666,9.718846,13.025686,10.969582,13.358232,10.833845,14.161920,0,-0.01804,0.00365,-0.02072,-0.01446,0.00858,-0.01321,0.00602,0.00240,0.00000,0.10932,3.27657
1.457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.969528,89.062393,104.116348,96.312286,5.963832,15.449796,5.548859,18.669897,6.408225,15.772101,0,5.560379,11.991593,7.304846,13.882062,8.859584,18.943758,8.770274,11.971520,9.086790,11.633213,9.751879,11.626644,9.721683,13.025128,10.971995,13.361991,10.838023,14.165677,0,-0.01791,0.00320,-0.02005,-0.01035,0.00984,-0.01288,0.00470,0.00263,-0.00014,0.09888,3.27701
1.458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.072372,89.504860,104.255226,96.658951,5.959488,15.451384,5.555481,18.663033,6.408535,15.762843,0,5.560648,11.980683,7.302208,13.894654,8.845669,18.973400,8.770411,11.972376,9.083032,11.624970,9.755319,11.625623,9.724518,13.024570,10.974408,13.365750,10.842201,14.169435,0,-0.01837,0.00468,-0.02386,-0.01631,0.00624,-0.01440,0.00204,0.00377,0.00014,0.08587,3.27732
1.459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.253922,89.920967,104.394890,97.009705,5.955526,15.453163,5.562677,18.656139,6.409284,15.753213,0,5.560898,11.970121,7.299288,13.910069,8.830573,18.995975,8.770484,11.972381,9.080084,11.617090,9.758881,11.624722,9.727121,13.023808,10.976633,13.369519,10.846170,14.173331,0,-0.01873,0.00406,-0.02068,-0.01226,0.00901,-0.01393,0.00640,0.00222,0.00013,0.07945,3.27754
1.460,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.001755,90.147346,104.540207,97.389870,5.954324,15.456323,5.573998,18.649048,6.413189,15.740902,0,5.561000,11.962066,7.294330,13.945805,8.806981,18.967701,8.770109,11.966256,9.082967,11.611814,9.763318,11.624688,9.728047,13.021568,10.977500,13.373361,10.848635,14.178228,0,-0.01837,0.00355,-0.02042,-0.01521,0.00950,-0.01342,0.00568,0.00305,0.00015,0.11926,3.27708
1.461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.749573,90.373726,104.685532,97.770042,5.953121,15.459481,5.585320,18.641954,6.417094,15.728591,0,5.561101,11.954010,7.289372,13.981541,8.783388,18.939426,8.769734,11.960132,9.085849,11.606540,9.767756,11.624654,9.728974,13.019330,10.978367,13.377202,10.851098,14.183125,0,-0.02061,0.00290,-0.01951,-0.01268,0.01028,-0.01249,0.00638,0.00337,0.00000,0.11456,3.27670
1.462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.497406,90.600105,104.830849,98.150208,5.951919,15.462641,5.596642,18.634861,6.420998,15.716280,0,5.561203,11.945954,7.284414,14.017276,8.759796,18.911152,8.769359,11.954007,9.088732,11.601264,9.772194,11.624619,9.729900,13.017092,10.979234,13.381043,10.853562,14.188022,0,-0.01987,0.00326,-0.02100,-0.01418,0.00836,-0.01122,0.00578,0.00486,0.00014,0.08031,3.27693
1.463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.289536,90.825066,104.977486,98.534843,5.950467,15.465349,5.606780,18.627022,6.424264,15.704153,0,5.560304,11.937759,7.280033,14.051064,8.737037,18.881229,8.769185,11.947814,9.091196,11.595759,9.776301,11.624063,9.730730,13.014809,10.979732,13.384720,10.855682,14.192761,0,-0.01802,0.00305,-0.02057,-0.01298,0.00820,-0.01359,0.00623,0.00104,0.00001,0.08771,3.27713
1.464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.400406,91.039803,105.133598,98.951645,5.947224,15.464821,5.608399,18.613817,6.422936,15.693352,0,5.552206,11.928555,7.279800,14.070845,8.720266,18.839445,8.770463,11.941133,9.090648,11.588606,9.778031,11.619758,9.730859,13.012210,10.977572,13.387205,10.855333,14.196371,0,-0.01397,0.00248,-0.02180,-0.01656,0.00743,-0.01156,0.00568,0.00033,0.00015,0.08642,3.27713
1.465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.511292,91.254532,105.289703,99.368446,5.943981,15.464292,5.610018,18.600611,6.421607,15.682550,0,5.544108,11.919352,7.279568,14.090625,8.703496,18.797661,8.771741,11.934453,9.090100,11.581451,9.779760,11.615453,9.730988,13.009610,10.975412,13.389690,10.854984,14.199982,0,-0.02119,0.00428,-0.02070,-0.01346,0.00844,-0.01223,0.00514,0.00285,0.00001,0.11821,3.27715
1.466,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.622177,91.469269,105.445808,99.785248,5.940737,15.463762,5.611637,18.587404,6.420279,15.671748,0,5.536010,11.910148,7.279335,14.110405,8.686726,18.755877,8.773019,11.927773,9.089552,11.574298,9.781490,11.611147,9.731116,13.007010,10.973253,13.392176,10.854635,14.203591,0,-0.01643,0.00215,-0.02114,-0.01417,0.00991,-0.01286,0.00388,0.00369,0.00001,0.10848,3.27730
1.467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.763611,91.703011,105.606247,100.193947,5.938010,15.463567,5.612576,18.573830,6.419435,15.661550,0,5.528726,11.900986,7.279458,14.129005,8.671153,18.718513,8.774245,11.919842,9.089542,11.567216,9.783530,11.607285,9.731121,13.004399,10.971156,13.395009,10.854298,14.207534,0,-0.01903,0.00472,-0.02082,-0.00854,0.00753,-0.01371,0.00488,0.00027,-0.00014,0.09662,3.27739
1.468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.124908,92.073563,105.797829,100.544312,5.938995,15.465774,5.608615,18.557610,6.422079,15.655684,0,5.527298,11.892119,7.282136,14.139112,8.664198,18.712984,8.775099,11.902909,9.093405,11.560648,9.787810,11.606617,9.730231,13.001706,10.969509,13.400347,10.854052,14.213867,0,-0.01693,0.00372,-0.02109,-0.00953,0.00690,-0.01402,0.00481,0.00433,-0.00015,0.08598,3.27701
1.469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.486221,92.444115,105.989418,100.894676,5.939980,15.467979,5.604655,18.541388,6.424723,15.649818,0,5.525871,11.883254,7.284815,14.149219,8.657243,18.707455,8.775952,11.885978,9.097267,11.554079,9.792089,11.605948,9.729342,12.999012,10.967862,13.405684,10.853805,14.220201,0,-0.01885,0.00381,-0.01967,-0.01521,0.00900,-0.01385,0.00663,0.00311,-0.00015,0.07636,3.27678
1.470,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.847519,92.814667,106.181000,101.245041,5.940965,15.470186,5.600695,18.525166,6.427367,15.643952,0,5.524444,11.874388,7.287494,14.159326,8.650287,18.701925,8.776805,11.869045,9.101129,11.547511,9.796370,11.605280,9.728452,12.996318,10.966215,13.411023,10.853558,14.226533,0,-0.01707,0.00356,-0.01987,-0.01365,0.00748,-0.01305,0.00468,-0.00226,-0.00014,0.11735,3.27769
1.471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.161728,93.216316,106.386909,101.593620,5.941700,15.471971,5.597477,18.509943,6.429982,15.637815,0,5.523072,11.865248,7.289917,14.169894,8.643960,18.694632,8.777655,11.852532,9.105019,11.540452,9.800239,11.604158,9.727600,12.993633,10.964172,13.416125,10.852642,14.232457,0,-0.01930,0.00370,-0.02137,-0.01467,0.00959,-0.01499,0.00473,0.00142,-0.00014,0.11782,3.27840
1.472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.136948,93.841736,106.695915,101.929367,5.940633,15.470718,5.599607,18.501902,6.432390,15.629726,0,5.522099,11.854131,7.290500,14.183781,8.642151,18.674644,8.778474,11.839029,9.109104,11.529860,9.801149,11.599774,9.727024,12.991018,10.959286,13.419533,10.846911,14.235437,0,-0.01641,0.00345,-0.02064,-0.01562,0.00801,-0.01255,0.00574,0.00284,0.00015,0.08068,3.27748
1.473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.112167,94.467148,107.004921,102.265121,5.939567,15.469467,5.601736,18.493862,6.434798,15.621636,0,5.521127,11.843014,7.291084,14.197668,8.640342,18.654657,8.779293,11.825527,9.113190,11.519266,9.802061,11.595390,9.726447,12.988403,10.954399,13.422940,10.841182,14.238418,0,-0.02147,0.00441,-0.02053,-0.01172,0.00806,-0.01364,0.00600,0.00424,0.00015,0.08871,3.27670
1.474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.087387,95.092567,107.313927,102.600868,5.938500,15.468215,5.603865,18.485823,6.437205,15.613547,0,5.520154,11.831897,7.291667,14.211555,8.638533,18.634670,8.780113,11.812024,9.117275,11.508674,9.802972,11.591005,9.725871,12.985788,10.949512,13.426349,10.835451,14.241397,0,-0.01977,0.00356,-0.02082,-0.01396,0.00835,-0.01217,0.00411,0.00261,0.00013,0.08463,3.27693
1.475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.105804,95.710579,107.630745,102.953781,5.938037,15.467632,5.605936,18.478107,6.439373,15.605915,0,5.519605,11.821312,7.292519,14.224817,8.636724,18.615877,8.780762,11.798651,9.122003,11.497992,9.804196,11.587091,9.725206,12.983197,10.944823,13.430615,10.829859,14.244690,0,-0.01696,0.00350,-0.02045,-0.01410,0.00938,-0.01194,0.00600,0.00367,0.00015,0.11899,3.27710
1.476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.435150,96.275284,108.003754,103.430199,5.941922,15.471858,5.607586,18.472727,6.439805,15.601578,0,5.522102,11.814556,7.295303,14.233579,8.634907,18.605667,8.780179,11.786208,9.131350,11.486667,9.807673,11.586562,9.723911,12.980776,10.941553,13.441070,10.825258,14.250230,0,-0.01736,0.00477,-0.02151,-0.01353,0.00956,-0.01213,0.00451,0.00240,0.00015,0.10570,3.27688
1.477,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.764481,96.839989,108.376762,103.906616,5.945806,15.476084,5.609236,18.467344,6.440237,15.597241,0,5.524598,11.807800,7.298087,14.242339,8.633091,18.595459,8.779597,11.773766,9.140697,11.475342,9.811150,11.586033,9.722616,12.978354,10.938283,13.451523,10.820657,14.255771,0,-0.01981,0.00388,-0.01920,-0.01313,0.00907,-0.01476,0.00640,0.00401,0.00015,0.09181,3.27671
1.478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.093826,97.404694,108.749771,104.383034,5.949690,15.480309,5.610885,18.461964,6.440669,15.592904,0,5.527095,11.801044,7.300871,14.251101,8.631274,18.585249,8.779015,11.761323,9.150043,11.464017,9.814626,11.585504,9.721321,12.975932,10.935013,13.461977,10.816055,14.261311,0,-0.01746,0.00392,-0.02079,-0.01325,0.01157,-0.01087,0.00526,0.00195,-0.00014,0.08228,3.27701
1.479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.365173,97.966812,109.108337,104.862503,5.953614,15.484518,5.612060,18.455561,6.440506,15.588188,0,5.528899,11.793916,7.302600,14.259741,8.635559,18.489174,8.778031,11.748177,9.158599,11.452903,9.817840,11.584573,9.719833,12.973549,10.931014,13.472257,10.810801,14.267655,0,-0.01893,0.00391,-0.02104,-0.01423,0.00732,-0.01169,0.00629,0.00388,0.00015,0.10191,3.27722
1.480,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.219162,98.510315,109.362968,105.363914,5.957826,15.488597,5.609814,18.441809,6.436068,15.580748,0,5.525723,11.784103,7.296731,14.267509,8.683752,17.775131,8.774166,11.729960,9.161461,11.443305,9.819165,11.580750,9.716954,12.971443,10.921765,13.481289,10.800843,14.279789,0,-0.01719,0.00320,-0.02117,-0.01234,0.00972,-0.01269,0.00353,0.00233,0.00002,0.11375,3.27669
1.481,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.073151,99.053818,109.617607,105.865326,5.962037,15.492676,5.607569,18.428057,6.431630,15.573308,0,5.522546,11.774292,7.290864,14.275279,8.731944,17.061089,8.770300,11.711744,9.164322,11.433706,9.820490,11.576925,9.714076,12.969338,10.912516,13.490321,10.790886,14.291923,0,-0.01854,0.00372,-0.02084,-0.01484,0.00881,-0.01338,0.00588,0.00326,0.00015,0.10947,3.27623
1.482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.927139,99.597321,109.872238,106.366737,5.966249,15.496756,5.605323,18.414305,6.427191,15.565867,0,5.519370,11.764480,7.284995,14.283048,8.780137,16.347046,8.766434,11.693528,9.167184,11.424109,9.821815,11.573102,9.711197,12.967234,10.903267,13.499353,10.780929,14.304056,0,-0.01819,0.00437,-0.02011,-0.01426,0.00864,-0.01159,0.00601,0.00469,0.00013,0.07088,3.27638
1.483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.693649,100.159485,110.119263,106.867531,5.970950,15.501270,5.603495,18.401516,6.423291,15.558431,0,5.516813,11.754999,7.279133,14.291299,8.822273,15.720078,8.763178,11.676681,9.170456,11.414346,9.823305,11.569792,9.708209,12.965244,10.894426,13.508200,10.771586,14.315705,0,-0.01780,0.00428,-0.02014,-0.01283,0.00790,-0.01265,0.00443,0.00965,-0.00015,0.08544,3.27656
1.484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.830627,100.855965,110.311470,107.363846,5.979175,15.508925,5.604670,18.395655,6.423268,15.551017,0,5.518723,11.747900,7.273319,14.303016,8.820825,15.719771,8.764308,11.669683,9.176683,11.403405,9.825985,11.570173,9.704432,12.964085,10.888523,13.515707,10.766666,14.323865,0,-0.01869,0.00402,-0.02238,-0.01357,0.00630,-0.01306,0.00482,0.00298,0.00015,0.12079,3.27694
1.485,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.967606,101.552444,110.503685,107.860168,5.987400,15.516581,5.605845,18.389793,6.423246,15.543603,0,5.520632,11.740800,7.267504,14.314733,8.819377,15.719464,8.765439,11.662686,9.182911,11.392465,9.828666,11.570555,9.700656,12.962925,10.882619,13.523214,10.761746,14.332026,0,-0.01818,0.00397,-0.02061,-0.01326,0.00886,-0.01320,0.00676,0.00430,0.00000,0.09924,3.27728
1.486,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129.104584,102.248917,110.695900,108.356483,5.995625,15.524236,5.607020,18.383932,6.423223,15.536189,0,5.522541,11.733701,7.261689,14.326450,8.817928,15.719157,8.766570,11.655689,9.189138,11.381524,9.831346,11.570937,9.696880,12.961765,10.876716,13.530722,10.756826,14.340185,0,-0.02073,0.00452,-0.01920,-0.01524,0.00767,-0.01252,0.00612,0.00263,-0.00001,0.09885,3.27728
1.487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.296310,102.952560,110.929253,108.873611,6.005124,15.531847,5.608262,18.378048,6.423462,15.529552,0,5.523612,11.726793,7.256009,14.335341,8.816372,15.720551,8.767822,11.648099,9.194968,11.370602,9.833770,11.571066,9.693180,12.960455,10.870414,13.537985,10.751565,14.348129,0,-0.01797,0.00452,-0.01952,-0.01106,0.01011,-0.01393,0.00514,0.00407,0.00016,0.08422,3.27727
1.488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.882118,103.707733,111.458672,109.540512,6.023795,15.539140,5.609992,18.371990,6.425584,15.528507,0,5.518655,11.721266,7.251299,14.323901,8.814035,15.734191,8.769952,11.636236,9.197929,11.359818,9.834347,11.569377,9.690029,12.958060,10.861243,13.543498,10.743838,14.354516,0,-0.01857,0.00422,-0.02103,-0.01506,0.00682,-0.01351,0.00563,0.00446,0.00030,0.10533,3.27711
